video_name,year,duration_sec,download_link
0_2024-07-30 14:10:55.8700_none.mp4,2024,30.433333333333334,https://storage.googleapis.com/labelbox-sidewalk-testbed-2024/0_2024-07-30 14:10:55.8700_none.mp4
1_2024-07-30 14:20:37.2220_none.mp4,2024,4.5,https://storage.googleapis.com/labelbox-sidewalk-testbed-2024/1_2024-07-30 14:20:37.2220_none.mp4
6_2024-07-30 13:58:08.8070_none.mp4,2024,59.833333333333336,https://storage.googleapis.com/labelbox-sidewalk-testbed-2024/6_2024-07-30 13:58:08.8070_none.mp4
6_2024-07-30 13:44:48.1470_none.mp4,2024,59.833333333333336,https://storage.googleapis.com/labelbox-sidewalk-testbed-2024/6_2024-07-30 13:44:48.1470_none.mp4
1_2024-07-30 13:46:22.4460_none.mp4,2024,11.333333333333334,https://storage.googleapis.com/labelbox-sidewalk-testbed-2024/1_2024-07-30 13:46:22.4460_none.mp4
3_2024-07-30 14:14:37.7750_none.mp4,2024,59.8,https://storage.googleapis.com/labelbox-sidewalk-testbed-2024/3_2024-07-30 14:14:37.7750_none.mp4
0_2024-07-30 14:23:21.7230_none.mp4,2024,58.96666666666667,https://storage.googleapis.com/labelbox-sidewalk-testbed-2024/0_2024-07-30 14:23:21.7230_none.mp4
1_2024-07-30 14:13:50.9520_none.mp4,2024,1.2,https://storage.googleapis.com/labelbox-sidewalk-testbed-2024/1_2024-07-30 14:13:50.9520_none.mp4
0_2024-07-30 14:18:16.0510_none.mp4,2024,24.433333333333334,https://storage.googleapis.com/labelbox-sidewalk-testbed-2024/0_2024-07-30 14:18:16.0510_none.mp4
1_2024-07-30 14:16:25.6260_none.mp4,2024,2.8,https://storage.googleapis.com/labelbox-sidewalk-testbed-2024/1_2024-07-30 14:16:25.6260_none.mp4
10_2024-07-30 13:58:08.8070_none.mp4,2024,20.8,https://storage.googleapis.com/labelbox-sidewalk-testbed-2024/10_2024-07-30 13:58:08.8070_none.mp4
